Name,Job/Est Date (next service date),Status,Customer,Service Location,Gallons,Notes For Techs,Frequency
CHRLS Route,01/17/2026,Dispatched,DKW-BCS - H.E. Bonner Elementary School,"171 Macedonia Foxes Circle Moncks Corner, SC 29461",1500, hose: Tanker:   ServiceTime: ,24
CHRLS Route,01/24/2026,Dispatched,DKW-BCS - Hanahan High School,"6015 Murray Drive Hanahan, SC 29410",1500, hose: Tanker:   ServiceTime: ,24
CHRLS Route,01/17/2026,Dispatched,DKW-BCS - Macedonia Middle School,"200 Macedonia Foxes Circle Moncks Corner, SC 29461",1500, hose: Tanker:   ServiceTime: ,24
CHRLS Route,01/17/2026,Dispatched,DKW-BCS - Moncks Corner Elementary,"777 Stoney Landing Road Moncks Corner, SC 29461",1500, hose: Tanker:   ServiceTime: ,24
CHRLS Route,01/24/2026,Dispatched,DKW-BCS - Philip Simmons Elementary School,"2095 Seven Sticks Drive Wando, SC 29492",2000, hose: Tanker:   ServiceTime: ,24
CHRLS Route,01/24/2026,Dispatched,DKW-BCS - Philip Simmons High School,"3080 River Village Drive Charleston, SC 29492",6000, hose: Tanker:   ServiceTime: ,24
CHRLS Route,03/31/2026,Scheduled,DKW-BCS - Sangaree Elementary School,"1460 Royle Road Summerville, SC 29486",1500,90 ft of hose two metal lid in grass,24
CHRLS Route,03/13/2026,Scheduled,DKW-BCS - Sedgefield Middle School,"131 Charles B Gibson Avenue Goose Creek, SC 29445",1500,,12
CHRLS Route,01/15/2026,Dispatched,DKW-BCS - St. Stephen Elementary School,"1053 Russellville Road Saint Stephen, SC 29479",1500, hose: Tanker:   ServiceTime: ,24
CHRLS Route,01/17/2026,Dispatched,DKW-BCS - St. Stephen Middle School,"225 Carolina Drive Saint Stephen, SC 29479",1500, hose: Tanker:   ServiceTime: ,24
CHRLS Route,01/15/2026,Dispatched,DKW-BCS - Timberland High School,"1418 Gravel Hill Road Saint Stephen, SC 29479",3000, hose: Tanker:   ServiceTime: ,24
CHRLS Route,01/15/2026,Dispatched,DKW-BCS - Westview Elementary School,"100 Westview Drive Goose Creek, SC 29445",1500, hose: Tanker:   ServiceTime: ,24
CHRLS Route,01/15/2026,Dispatched,DKW-BCS - Westview Primary School,"98 Westview Drive Goose Creek, SC  29445",1500, hose: Tanker:   ServiceTime: ,24
CHRLS Route,01/02/2026,Dispatched,DKW-Bojangles #1097,"1644 N Highway 17 Mount Pleasant, SC 29464",2000,"location must have cars out of the way 
Located in parking space",5
CHRLS Route,01/12/2026,Scheduled,DKW-Bojangles #1097,"1644 N Highway 17 Mount Pleasant, SC 29464",2000,"location must have cars out of the way 
Located in parking space",5
CHRLS Route,01/23/2026,Scheduled,DKW-Bojangles #1097,"1644 N Highway 17 Mount Pleasant, SC 29464",2000,"location must have cars out of the way 
Located in parking space",5
CHRLS Route,02/02/2026,Scheduled,DKW-Bojangles #1097,"1644 N Highway 17 Mount Pleasant, SC 29464",2000,"location must have cars out of the way 
Located in parking space",5
CHRLS Route,02/13/2026,Scheduled,DKW-Bojangles #1097,"1644 N Highway 17 Mount Pleasant, SC 29464",2000,"location must have cars out of the way 
Located in parking space",5
CHRLS Route,02/23/2026,Scheduled,DKW-Bojangles #1097,"1644 N Highway 17 Mount Pleasant, SC 29464",2000,"location must have cars out of the way 
Located in parking space",5
CHRLS Route,03/06/2026,Scheduled,DKW-Bojangles #1097,"1644 N Highway 17 Mount Pleasant, SC 29464",2000,"location must have cars out of the way 
Located in parking space",5
CHRLS Route,03/16/2026,Scheduled,DKW-Bojangles #1097,"1644 N Highway 17 Mount Pleasant, SC 29464",2000,"location must have cars out of the way 
Located in parking space",5
CHRLS Route,03/27/2026,Scheduled,DKW-Bojangles #1097,"1644 N Highway 17 Mount Pleasant, SC 29464",2000,"location must have cars out of the way 
Located in parking space",5
CHRLS Route,03/24/2026,Scheduled,DKW-Bojangles #2065,"2711 Highway 52 Moncks Corner, SC 29461",1500,"100 ft hose 
early am",12
CHRLS Route,01/19/2026,Dispatched,DKW-Bojangles #468,"1221 N Main St Summerville, SC 29483",4000, hose: Tanker:   ServiceTime: ,16
CHRLS Route,02/12/2026,Scheduled,DKW-Bojangles #50,"2508 Ashley Phosphate Rd Charleston, SC 29418",1000, hose: Tanker:   ServiceTime: ,16
CHRLS Route,03/13/2026,Scheduled,DKW-Bojangles #593,"5490 N Rhett Ave North Charleston, SC 29406",1500, hose:Not specified Tanker: Unknown  ServiceTime: ,12
CHRLS Route,01/15/2026,Dispatched,DKW-Bojangles #854,"444 N Highway 52 Moncks Corner, SC 29461",1500, hose:Not specified Tanker: Unknown  ServiceTime: ,8
CHRLS Route,01/21/2026,Scheduled,DKW-Bojangles #854,"444 N Highway 52 Moncks Corner, SC 29461",1500, hose:Not specified Tanker: Unknown  ServiceTime: ,8
CHRLS Route,01/14/2026,Dispatched,DKW-Bojangles #958,"3655 Ladson Rd Ladson, SC 29456",2000,outback of store hose:50 ft Tanker: yes  ServiceTime: early,16
CHRLS Route,02/22/2026,Scheduled,DKW-Buffalo Wild Wings #0376,"121 Robert Smalls Pkwy Beaufort, SC 29906",4500,,12
CHRLS Route,02/26/2026,Scheduled,DKW-Buffalo Wild Wings #0718,"21 Bluffton Rd # 100 Bluffton, SC 29910",3000,,12
CHRLS Route,01/16/2026,Dispatched,DKW-Buffalo Wild Wings #3387,"4959 Centre Pointe Dr # 64 North Charleston, SC 29418",1000, hose: Tanker:   ServiceTime: ,16
CHRLS Route,03/13/2026,Scheduled,DKW-Buffalo Wild Wings #3387,"4959 Centre Pointe Dr # 64 North Charleston, SC 29418",1000, hose: Tanker:   ServiceTime: ,16
CHRLS Route,01/01/2026,Scheduled,DKW-Buffalo Wild Wings- CharlestonDorchester,"8811 Dorchester Rd #101Charleston, SC 29420",500,,12
CHRLS Route,01/29/2026,Scheduled,DKW-Buffalo Wild Wings- CharlestonDorchester,"8811 Dorchester Rd #101Charleston, SC 29420",500,,12
CHRLS Route,02/26/2026,Scheduled,DKW-Buffalo Wild Wings- CharlestonDorchester,"8811 Dorchester Rd #101Charleston, SC 29420",500,,12
CHRLS Route,03/26/2026,Scheduled,DKW-Buffalo Wild Wings- CharlestonDorchester,"8811 Dorchester Rd #101Charleston, SC 29420",500,,12
CHRLS Route,02/20/2026,Scheduled,DKW-California Dreaming Charleston,"1 ASHLEY POINT DRIVE CHARLESTON, SC 29407",1000,,12
CHRLS Route,03/20/2026,Scheduled,DKW-Center for Jewish Life - Chabad of Charleston,"477 Mathis Ferry Road Mount Pleasant , SC 29464",1500, hose: Tanker:   ServiceTime: ,8
CHRLS Route,01/27/2026,Dispatched,DKW-CHOPSTICKS HOUSE,"86 Society St Charleston, SC 29401",1000, hose: Tanker:   ServiceTime: ,8
CHRLS Route,01/06/2026,Scheduled,DKW-Community Crafthouse,"DKW-Community Crafthouse1049 Point Hope Pkwy # B Charleston, SC 29492",150,"GT Access: any time Mon-Thur only, key in lock box (9187). Must contact 1 day ahead, 724-841-8846

Inside grease trap – Rear of building, through the rear door

Mondays are best if Tues thru Thurs before 8 am unless they believe Provac is good at keeping smell out. 724.841.8846  Call Todd to Schedule
",12
CHRLS Route,03/31/2026,Scheduled,DKW-Community Crafthouse,"DKW-Community Crafthouse1049 Point Hope Pkwy # B Charleston, SC 29492",150,"GT Access: any time Mon-Thur only, key in lock box (9187). Must contact 1 day ahead, 724-841-8846

Inside grease trap – Rear of building, through the rear door

Mondays are best if Tues thru Thurs before 8 am unless they believe Provac is good at keeping smell out. 724.841.8846  Call Todd to Schedule
",12
CHRLS Route,02/25/2026,Scheduled,DKW-Crumbl - Mt. Pleasant,"1485 North US Hwy 17, Suite B Mount Pleasant, SC 29464",50,,12
CHRLS Route,01/19/2026,Dispatched,DKW-Crumbl - Summerville,"214 Azalea Square Ste F Summerville, SC 29483",1500,,12
CHRLS Route,01/22/2026,Dispatched,DKW-Culinary Institute of the South at TCL,"1 Venture Dr Bluffton, SC 29910",2000,,12
CHRLS Route,01/22/2026,Dispatched,DKW-DSD2 - Ashley Ridge High School,"9800 Delemar Highway Summerville, SC 29485",2- 2000 gallon traps,Impact gun and crow bar to open trap lid in grass hose: Tanker:   ServiceTime: ,8
CHRLS Route,01/22/2026,Dispatched,DKW-DSD2 - Beech Hill Elementary,"1001 Beech Hill Road Summerville, SC 29485",1000, hose: Tanker:   ServiceTime: ,8
CHRLS Route,02/18/2026,Scheduled,DKW-DSD2 - Dr. Eugene Sires Elementary,"301 Chandler Creek Road Summerville, SC 29485",3000, hose: Tanker:   ServiceTime: ,8
CHRLS Route,03/18/2026,Scheduled,DKW-DSD2 - Dr. Eugene Sires Elementary,"301 Chandler Creek Road Summerville, SC 29485",3000, hose: Tanker:   ServiceTime: ,8
CHRLS Route,01/22/2026,Dispatched,DKW-DSD2 - DuBose Middle School,"1005 DuBose School Road Summerville, SC 29483",1000,,12
CHRLS Route,01/22/2026,Dispatched,DKW-DSD2 - Eagle Nest Elementary / River Oaks Middle,"8640 Rivers Oaks Drive North Charleston, SC 29420",1000, hose: Tanker:   ServiceTime: ,8
CHRLS Route,01/22/2026,Dispatched,DKW-DSD2 - East Edisto Middle,"1011 Beech Hill Road Summerville, SC 29485",3000,,12
CHRLS Route,03/10/2026,Scheduled,DKW-DSD2 - East Edisto Middle,"1011 Beech Hill Road Summerville, SC 29485",3000,,12
CHRLS Route,02/27/2026,Scheduled,DKW-DSD2 - Flowerton/ Newington Elementary,"20 King Charles Circle Summerville, SC 29485",4000," hose: Tanker:   ServiceTime: 
2-2000 gallon traps",12
CHRLS Route,01/22/2026,Dispatched,DKW-DSD2 - Fort Dorchester Elementary,"5201 Old Glory Lane Summerville, SC 29485",1500,,12
CHRLS Route,01/22/2026,Dispatched,DKW-DSD2 - Fort Dorchester High School,"8500 Patriot Boulevard North Charleston, SC 29420",3000, hose: Tanker:   ServiceTime: ,8
CHRLS Route,01/06/2026,Dispatched,DKW-DSD2 - Givhans Achievement Academy,"273 SC-61 Ridgeville, SC 29472",1000, hose: Tanker:   ServiceTime: ,8
CHRLS Route,03/31/2026,Scheduled,DKW-DSD2 - Givhans Achievement Academy,"273 SC-61 Ridgeville, SC 29472",1000, hose: Tanker:   ServiceTime: ,8
CHRLS Route,02/12/2026,Scheduled,DKW-DSD2 - Joseph R. Pye  Elementary,"9701 Patriot Boulevard Ladson, SC 29456",2000,behind locked gate- schedule with maitenance,12
CHRLS Route,03/16/2026,Scheduled,DKW-DSD2 - Oakbrook Elementary School,"306 Old Fort Drive Ladson, SC 29456",1000,,12
CHRLS Route,02/16/2026,Scheduled,DKW-DSD2 - Oakbrook Middle School,"286 Old Fort Drive Ladson, SC 29456",1000,,12
CHRLS Route,03/16/2026,Scheduled,DKW-DSD2 - Oakbrook Middle School,"286 Old Fort Drive Ladson, SC 29456",1000,,12
CHRLS Route,01/22/2026,Dispatched,DKW-DSD2 - Sand Hill Elementary/ rollings Middle School of the Arts,"324 Gnarly Oak Lane Summerville, SC 29485",2- 1500, hose: Tanker:   ServiceTime: ,8
CHRLS Route,03/18/2026,Scheduled,DKW-DSD2 - Spann Elementary School,"901 John McKissick Way Summerville, SC 29483",1000, hose: Tanker:   ServiceTime: ,8
CHRLS Route,02/13/2026,Scheduled,DKW-DSD2 - Summerville Elementary,"835 South Main Street Summerville, SC 29483",1500, hose: Tanker:   ServiceTime: ,8
CHRLS Route,01/06/2026,Dispatched,DKW-DSD2 - Summerville High School,"1101 Boone Hill Road Summerville, SC 29483",2000," hose: Tanker:   ServiceTime: 
Two 1000 gallon traps",8
CHRLS Route,03/31/2026,Scheduled,DKW-DSD2 - Summerville High School,"1101 Boone Hill Road Summerville, SC 29483",2000," hose: Tanker:   ServiceTime: 
Two 1000 gallon traps",8
CHRLS Route,01/22/2026,Dispatched,DKW-DSD2 - William Reeves Elementary School,"1003 DuBose School Road Summerville, SC 29483",2000, hose: Tanker:   ServiceTime: ,8
CHRLS Route,02/19/2026,Scheduled,DKW-DSD2 - Windsor Hill Elementary School,"8600 William Moultrie Boulevard North Charleston, SC 29420",1500, hose: Tanker:   ServiceTime: ,8
CHRLS Route,01/22/2026,Scheduled,DKW-DSD2 Knightsville Elementary School,"DKW-DSD2 Knightsville Elementary School847 Orangeburg Road Summerville, SC 29483",500,,12
CHRLS Route,03/11/2026,Scheduled,DKW-Five Guys #1021 - Tanger,"4959 Center Pointe Drive North Charleston, SC 29418",1000,OUTSIDE BACK BY WALL hose:50 FT Tanker: YES  ServiceTime: early before opening,16
CHRLS Route,02/25/2026,Scheduled,DKW-Five Guys #1075 - Summerville,"1209 North Main Street Summerville, SC 29403",1500,ON SIDE  hose:50 FT Tanker: YES  ServiceTime: early before opening,8
CHRLS Route,02/03/2026,Scheduled,DKW-Five Guys #1682 - Rivers,"7250 Rivers Avenue Charleston, SC 29406",2000, hose: Tanker:   ServiceTime: ,12
CHRLS Route,01/22/2026,Dispatched,DKW-Five Guys #196 Mount Pleasant,"1795 Hwy 17 North Mount Pleasant, SC 29464",1500,front of store next to handicap space hose: Tanker:   ServiceTime: ,8
CHRLS Route,02/12/2026,Scheduled,DKW-Glass Onion,"1219 Savannah Hwy Charleston, SC 29407",1000,trap located behind the building with easiest access from the right side,12
CHRLS Route,01/21/2026,Dispatched,DKW-Hardee's #649,"10005 Dorchester Rd Summerville, SC 29485",1000, hose: Tanker:   ServiceTime: ,16
CHRLS Route,03/04/2026,Scheduled,DKW-Hardee's #649,"10005 Dorchester Rd Summerville, SC 29485",1000, hose: Tanker:   ServiceTime: ,16
CHRLS Route,02/22/2026,Scheduled,DKW-Hooters 1118,"2171 Northwoods Blvd N. Charleston, SC 29406",1000, hose: Tanker:   ServiceTime: ,16
CHRLS Route,02/20/2026,Scheduled,DKW-Hot Mustard,"428 Meeting St Charleston, SC 29403",1000,GT is behind building. Access 12AM-9AM. ,12
CHRLS Route,03/03/2026,Scheduled,DKW-In & Out Wings,"4391 Dorchester Rd 230ANorth Charleston, SC 29405",2 traps- 1000 and 500,"1000 gallon grease trap- service each time
500 gallon wet well- service as need if grease is observed during normal pump out. 
First service is wet well pump out only.
Trap is behind location near door",12
CHRLS Route,02/09/2026,Scheduled,DKW-Jade Garden,"3125 Bees Ferry Rd # A2 Charleston, SC 29414",1000, hose: Tanker:   ServiceTime: ,12
CHRLS Route,02/19/2026,Scheduled,DKW-KFC #H3430001,"5980 Rivers Ave North Charleston, SC 29406",1500, hose: Tanker:   ServiceTime: ,16
CHRLS Route,01/09/2026,Dispatched,DKW-KFC #H343005,"105 S Goose Creek Blvd Goose Creek, SC 29445",1000,one lid behind fence hose: Tanker:   ServiceTime: ,16
CHRLS Route,02/20/2026,Scheduled,DKW-KFC #H343006,"411 N Highway 52 Moncks Corner, SC 29461",1000, hose: Tanker:   ServiceTime: ,16
CHRLS Route,01/14/2026,Dispatched,DKW-KFC #H343009,"9580 Highway 78 Ladson, SC 29456",1000,,12
CHRLS Route,02/10/2026,Scheduled,DKW-KFC #H353002,"3864 Savannah Hwy Johns Island, SC 29455",2000,,12
CHRLS Route,03/24/2026,Scheduled,DKW-KFC #H434007,"10170 Dorchester Rd Summerville, SC 29488",2000,,12
CHRLS Route,03/04/2026,Scheduled,DKW-KFC #H434008,"1801 N Main St Summerville, SC 29486",1000, hose: Tanker:   ServiceTime: ,16
CHRLS Route,02/20/2026,Scheduled,DKW-KJ's #609,"3575 Maybank Hwy Johns Island, SC 29455",1000, hose: Tanker:   ServiceTime: ,18
CHRLS Route,01/05/2026,Dispatched,DKW-Lowes #265,"2110 Highway 41 Mount Pleasant, SC 29466",3000, hose: Tanker:   ServiceTime: ,18
CHRLS Route,02/02/2026,Scheduled,DKW-Lowes #265,"2110 Highway 41 Mount Pleasant, SC 29466",3000, hose: Tanker:   ServiceTime: ,18
CHRLS Route,03/02/2026,Scheduled,DKW-Lowes #265,"2110 Highway 41 Mount Pleasant, SC 29466",3000, hose: Tanker:   ServiceTime: ,18
CHRLS Route,03/30/2026,Scheduled,DKW-Lowes #265,"2110 Highway 41 Mount Pleasant, SC 29466",3000, hose: Tanker:   ServiceTime: ,18
CHRLS Route,01/17/2026,Dispatched,DKW-Lowes #270,"10048 Dorchester Rd Summerville, SC 29485",2000, hose: Tanker:   ServiceTime: ,18
CHRLS Route,03/14/2026,Scheduled,DKW-Lowes #270,"10048 Dorchester Rd Summerville, SC 29485",2000, hose: Tanker:   ServiceTime: ,18
CHRLS Route,01/23/2026,Dispatched,DKW-Lowe's #278,"3125 Bees Ferry Rd Charleston, SC 29414",2000, hose: Tanker:   ServiceTime: ,18
CHRLS Route,01/16/2026,Dispatched,DKW-Paisono's Pizza,"1151 Queensborough Blvd # 100 Mount Pleasant, SC 29464",1000,,12
CHRLS Route,02/20/2026,Scheduled,DKW-Paisono's Pizza - Ashley River,"1798 Ashley River Rd Charleston, SC 29407",2000,service anytime,12
CHRLS Route,01/01/2026,Dispatched,DKW-Palmetto Flats,"DKW-Palmetto Flats975 BACONS BRIDGE ROAD SUMMERVILLESC, 29485 ",1000,2 manholes right next to the walk in out back,12
CHRLS Route,01/25/2026,Scheduled,DKW-Pearlz East Bay,"153 East Bay Street Charleston, SC 29401",500,"right inside front door	40-50 ft
Lee -head Chef 843-534-7525",12
CHRLS Route,02/22/2026,Scheduled,DKW-Pearlz East Bay,"153 East Bay Street Charleston, SC 29401",500,"right inside front door	40-50 ft
Lee -head Chef 843-534-7525",12
CHRLS Route,03/22/2026,Scheduled,DKW-Pearlz East Bay,"153 East Bay Street Charleston, SC 29401",500,"right inside front door	40-50 ft
Lee -head Chef 843-534-7525",12
CHRLS Route,03/04/2026,Scheduled,DKW-Pearlz Two West Ashley,"9 Magnolia Road Charleston, SC 29407",1000, hose: Tanker:   ServiceTime: ,56
CHRLS Route,01/28/2026,Dispatched,DKW-Piggly Wiggly #157,"9616 Hwy 78  Ladson, SC 29456",2500, hose: Tanker:   ServiceTime: ,14
CHRLS Route,01/29/2026,Dispatched,DKW-Piggly Wiggly #181,"100 West Main Street Moncks Corner, SC 29461",2000, hose: Tanker:   ServiceTime: ,18
CHRLS Route,01/01/2026,Dispatched,DKW-Piggly Wiggly #182,"8780 A Rivers Avenue North Charleston, SC 29406",1000, hose: Tanker:   ServiceTime: ,12
CHRLS Route,02/26/2026,Scheduled,DKW-Piggly Wiggly #182,"8780 A Rivers Avenue North Charleston, SC 29406",1000, hose: Tanker:   ServiceTime: ,12
CHRLS Route,01/23/2026,Scheduled,DKW-Piggly Wiggly #186,"DKW-Piggly Wiggly #186810 East Elm Street Hampton, SC 29924",20,,4
CHRLS Route,02/20/2026,Scheduled,DKW-Piggly Wiggly #186,"DKW-Piggly Wiggly #186810 East Elm Street Hampton, SC 29924",20,,4
CHRLS Route,03/20/2026,Scheduled,DKW-Piggly Wiggly #186,"DKW-Piggly Wiggly #186810 East Elm Street Hampton, SC 29924",20,,4
CHRLS Route,02/20/2026,Scheduled,DKW-Piggly Wiggly #19,"6251 Hwy 162 Hollywood, SC 29449",1500, hose: Tanker:   ServiceTime: ,18
CHRLS Route,03/30/2026,Scheduled,DKW-Piggly Wiggly #286,"1347 Ribault Road Port Royal, SC 29935",1500, hose: Tanker:   ServiceTime: ,18
CHRLS Route,02/19/2026,Scheduled,DKW-Poke Burri,"835 Savannah Hwy # B Charleston, SC 29407",1500,"Service early morning- late at night when not open.  Parking lot is too busy to pump during the day. 
 2 lids
6 sets of lids it's the middle 2 for Poke Burri 1500
",12
CHRLS Route,01/19/2026,Scheduled,DKW-Refuel #1016,"381 King St Charleston, SC 29401",750,"Grease trap located in the kitchen area, inside the floor near compartment sinks, one lid is a little underneath silver cooler",12
CHRLS Route,02/24/2026,Scheduled,DKW-Refuel #1060,"334 Folly Rd Charleston, SC 29412",1500,,12
CHRLS Route,03/06/2026,Scheduled,DKW-Refuel #1061,"335 West 5th North St SUMMERVILLE, SC 29483",1500,,12
CHRLS Route,03/20/2026,Scheduled,DKW-Refuel 1048,"605 Brighton Park Road Summerville, SC  29486",1500,,12
CHRLS Route,01/12/2026,Dispatched,DKW-Refuel 1056,"2520 North Main Street Summerville, SC  29486",1000,,12
CHRLS Route,03/07/2026,Scheduled,DKW-Refuel 1059,"4 County Shed Road Beaufort, SC 29906",1000,,12
CHRLS Route,01/08/2026,Dispatched,DKW-SOL-Mt Pleasant,"1101 STOCKADE LANE MT PLEASANT, SC 29466",1500,,12
CHRLS Route,03/19/2026,Scheduled,DKW-SOL-Mt Pleasant,"1101 STOCKADE LANE MT PLEASANT, SC 29466",1500,,12
CHRLS Route,01/26/2026,Dispatched,DKW-Sonic Drive IN #4933,"9101 University Blvd. North Charleston, SC 29406",1500,,12
CHRLS Route,02/19/2026,Scheduled,DKW-Sonic Drive-in  #4550,"931 Folly Road James Island, SC 29412",1000,,12
CHRLS Route,01/28/2026,Dispatched,DKW-Sonic Drive-in #2968,"9920 Dorchester Road Summerville, SC 29456",1000,,12
CHRLS Route,02/24/2026,Scheduled,DKW-Sonic Drive-in #3192,"122 ST JAMES AVE GOOSE CREEK, SC 29445",1000,,12
CHRLS Route,02/22/2026,Scheduled,DKW-Sonic Drive-in #3829,"6301 Rivers Avenue North Charleston, SC 29406",1500,Location of grease trap is in the drive thru area- in grassy mulched area at end of building,12
CHRLS Route,03/10/2026,Scheduled,DKW-Sonic Drive-in #5414,"2868 North Hwy 17 Mount Pleasant, SC 29466",1000,,12
CHRLS Route,01/14/2026,Dispatched,DKW-Sonic Drive-in #5644,"105 GRANDVIEW DRIVE SUMMERVILLE, SC 29483",1000,,12
CHRLS Route,02/25/2026,Scheduled,DKW-Sweetwater Cafe #123,"DKW-Sweewater Cafe #123123 WEST RICHARDSON ST SUMMERVILLESC, 29483 ",1500,,12
CHRLS Route,01/23/2026,Dispatched,DKW-Sweetwater Cafe #137,"DKW-Sweetwater Cafe #137137 N MARKET STREET CHARLESTONSC, 29401 ",1000,,12
CHRLS Route,01/14/2026,Dispatched,DKW-T-Bonz Market Street,"80 North Market Street Charleston, SC 29401",1000,,12
CHRLS Route,01/26/2026,Scheduled,DKW-T-Bonz West Ashley,"1668 Old Towne Road Charleston, SC 29407",500,"side of building by AC
Verify size",12
CHRLS Route,03/09/2026,Scheduled,DKW-T-Bonz West Ashley,"1668 Old Towne Road Charleston, SC 29407",500,"side of building by AC
Verify size",12
CHRLS Route,01/16/2026,Scheduled,DKW-Thornley B410 Cafe,"DKW-Thornley B410 Cafe7000 Rivers Ave.  North Charleston, SC 29406",500,,12
CHRLS Route,02/13/2026,Scheduled,DKW-Thornley B410 Cafe,"DKW-Thornley B410 Cafe7000 Rivers Ave.  North Charleston, SC 29406",500,,12
CHRLS Route,03/13/2026,Scheduled,DKW-Thornley B410 Cafe,"DKW-Thornley B410 Cafe7000 Rivers Ave.  North Charleston, SC 29406",500,,12
